CASE,rationale,Completeness,Contrastiveness,Plausibility,Satisfaction,Understandability,rationale_id,model,rationale_length,gender,age,country,education,employement
329,RE11,2,2,2,2,4,153,MT+CF:RevRationales,302,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
329,RE13,5,5,5,5,5,298,MT+CF:RevRationales,296,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
329,RE14,2,4,4,2,4,75,MT:PosRationales,169,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
329,RE15,5,5,5,5,5,275,MT:PosRationales,267,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
329,RE16,1,2,2,2,4,51,CF:PosRationales,295,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
329,RE17,2,4,4,4,4,241,CF:PosRationales,156,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
329,RE18,5,5,5,5,5,313,MT+CF:PosRationales,253,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
329,RE19,2,4,4,2,4,61,MT+CF:PosRationales,197,female,60 to 64 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Employee
330,RE09,3,2,4,3,4,74,CF:PosRationales,202,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
330,RE10,4,4,4,4,3,376,MT+CF:PosRationales,159,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
330,RE11,4,4,4,4,5,70,MT+CF:RevRationales,344,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
330,RE12,4,3,5,5,5,84,MT+CF:RevRationales,526,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
330,RE13,5,5,5,4,4,190,MT+CF:RevRationales,1287,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
330,RE14,4,4,5,4,5,126,MT:PosRationales,261,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
330,RE15,4,4,5,5,5,196,MT:PosRationales,236,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
330,RE16,3,3,4,4,4,2,CF:PosRationales,227,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
330,RE17,3,4,4,4,4,3,CF:PosRationales,328,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
330,RE18,5,4,4,5,4,144,MT+CF:PosRationales,324,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
330,RE19,4,5,5,4,4,169,MT+CF:PosRationales,189,male,20 to 24 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Training/apprenticeship
331,RE08,4,4,5,4,4,378,MT:PosRationales,184,female,40 to 44 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
331,RE10,4,4,4,4,4,184,MT+CF:PosRationales,112,female,40 to 44 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
331,RE11,2,3,2,2,2,141,MT+CF:RevRationales,390,female,40 to 44 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
331,RE12,4,4,4,4,4,22,MT+CF:RevRationales,525,female,40 to 44 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
331,RE13,5,5,5,5,5,317,MT+CF:RevRationales,240,female,40 to 44 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
331,RE15,5,5,5,5,5,157,MT:PosRationales,195,female,40 to 44 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
331,RE16,4,4,4,3,4,270,CF:PosRationales,246,female,40 to 44 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
331,RE18,2,2,2,2,2,24,MT+CF:PosRationales,220,female,40 to 44 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
331,RE19,4,4,4,4,4,319,MT+CF:PosRationales,225,female,40 to 44 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
332,RE10,4,1,4,4,4,164,MT+CF:PosRationales,189,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
332,RE12,4,5,5,5,5,71,MT+CF:RevRationales,539,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
332,RE13,4,2,4,4,5,11,MT+CF:RevRationales,304,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
332,RE14,3,1,4,4,4,109,MT:PosRationales,257,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
332,RE15,2,1,4,4,4,370,MT:PosRationales,109,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
333,RE08,4,5,5,4,5,72,MT:PosRationales,192,male,30 to 34 years old,United States,Other degree,Self-employed
333,RE09,4,3,4,4,5,237,CF:PosRationales,172,male,30 to 34 years old,United States,Other degree,Self-employed
333,RE12,4,5,4,5,4,171,MT+CF:RevRationales,493,male,30 to 34 years old,United States,Other degree,Self-employed
333,RE15,4,4,3,4,5,118,MT:PosRationales,138,male,30 to 34 years old,United States,Other degree,Self-employed
333,RE17,4,3,3,3,4,10,CF:PosRationales,193,male,30 to 34 years old,United States,Other degree,Self-employed
333,RE18,4,3,4,5,5,125,MT+CF:PosRationales,157,male,30 to 34 years old,United States,Other degree,Self-employed
333,RE19,4,3,3,4,4,109,MT+CF:PosRationales,220,male,30 to 34 years old,United States,Other degree,Self-employed
334,RE08,5,5,5,5,5,338,MT:PosRationales,263,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE09,5,5,5,5,5,71,CF:PosRationales,305,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE10,5,5,5,5,5,157,MT+CF:PosRationales,209,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE11,5,4,5,4,5,112,MT+CF:RevRationales,371,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE12,5,5,5,5,5,12,MT+CF:RevRationales,260,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE13,5,5,5,5,5,343,MT+CF:RevRationales,596,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE14,5,5,5,5,5,301,MT:PosRationales,209,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE15,5,5,5,5,5,258,MT:PosRationales,220,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE16,5,5,5,5,5,46,CF:PosRationales,278,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE17,5,5,5,5,5,212,CF:PosRationales,267,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE18,5,5,5,5,5,9,MT+CF:PosRationales,248,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
334,RE19,5,5,5,5,5,233,MT+CF:PosRationales,260,male,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
335,RE11,2,3,3,4,2,245,MT+CF:RevRationales,238,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
335,RE13,3,3,4,3,3,67,MT+CF:RevRationales,495,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
335,RE17,3,3,2,4,3,194,CF:PosRationales,185,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
335,RE19,5,5,3,3,4,175,MT+CF:PosRationales,437,male,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
336,RE08,5,5,5,2,5,56,MT:PosRationales,209,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
336,RE09,4,5,5,4,5,341,CF:PosRationales,145,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
336,RE10,3,4,5,2,5,132,MT+CF:PosRationales,158,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
336,RE11,4,5,5,3,5,211,MT+CF:RevRationales,328,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
336,RE12,5,5,5,5,5,65,MT+CF:RevRationales,357,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
336,RE13,5,5,5,5,5,227,MT+CF:RevRationales,350,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
336,RE14,5,5,5,4,5,143,MT:PosRationales,275,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
336,RE15,5,5,5,2,5,374,MT:PosRationales,236,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
336,RE16,5,5,5,3,5,265,CF:PosRationales,132,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
336,RE18,5,5,5,5,5,330,MT+CF:PosRationales,172,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
336,RE19,3,5,5,2,5,55,MT+CF:PosRationales,111,male,40 to 44 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Employee
337,RE08,3,2,2,3,4,298,MT:PosRationales,176,male,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
337,RE09,5,5,5,5,4,95,CF:PosRationales,276,male,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
337,RE11,4,3,4,4,5,129,MT+CF:RevRationales,389,male,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
337,RE13,4,4,1,3,4,291,MT+CF:RevRationales,591,male,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
337,RE14,4,2,4,4,5,201,MT:PosRationales,191,male,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
337,RE15,3,2,2,2,4,350,MT:PosRationales,288,male,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
337,RE16,2,2,1,2,2,155,CF:PosRationales,225,male,45 to 49 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
